id,number,acceptdate,sum,descriptionRu,customer_name,provider_name,customer_bin,provider_bin
1633,14,25.01.2016 17:59,8184000,"""по подготовке и участию членов областных сборных команд по қазақ күресі на республиканских и международных спортивных соревнованиях ""","КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА АКИМАТА ЖАМБЫЛСКОЙ ОБЛАСТИ""","КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""КЛУБ ҚАЗАҚ КҮРЕСІ"" УПРАВЛЕНИЯ ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА АКИМАТА ЖАМБЫЛСКОЙ ОБЛАСТИ""",990540000923,080140010351
1635,27,22.01.2016 18:15,5920000,аренда общежития,"НЕКОММЕРЧЕСКОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАЗАХСКИЙ АГРОТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ ИМЕНИ САКЕНА СЕЙФУЛЛИНА""",ИП СЕМЕНОВА ЕКАТЕРИНА АЛЬБЕРТОВНА,070740004377,820223450313
1636,38,28.01.2016 10:16,223214,Услуги по техническому обслуживанию пожарной сигнализации,"НЕКОММЕРЧЕСКОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАЗАХСКИЙ АГРОТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ ИМЕНИ САКЕНА СЕЙФУЛЛИНА""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕГИОН ПРОЕКТ""",070740004377,060540015224
1637,01,20.01.2016 12:07,321429,услуги по информационному сопровождению автоматизированной системы управления «Білімал. Электронды мектеп» (далее «АСУ»),"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №81"" АКИМАТА ГОРОДА КАРАГАНДЫ ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ ""ОТДЕЛ ОБРАЗОВАНИЯ ГОРОДА КАРАГАНДЫ""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР ИННОВАЦИОННЫХ ТЕХНОЛОГИЙ ""ӨРЛЕУ""",950640001016,071040022441
1638,8,29.01.2016 16:59,755181,"За воду, канализация, электроэнергия и отопления арендуемого помещения","ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ГОСУДАРСТВЕННЫХ ЗАКУПОК АТЫРАУСКОЙ ОБЛАСТИ""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХОЗЯЙСТВЕННОЕ УПРАВЛЕНИЕ АППАРАТА АКИМА АТЫРАУСКОЙ ОБЛАСТИ""",141240027504,120940012016
1640,20,21.01.2016 09:24,5419500,Оказание услуг по повышению и переподготовки,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""АППАРАТ АКИМА ГОРОДА ПАВЛОДАРА""","РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""РЕГИОНАЛЬНЫЙ ЦЕНТР ПЕРЕПОДГОТОВКИ И ПОВЫШЕНИЯ КВАЛИФИКАЦИИ ГОСУДАРСТВЕННЫХ СЛУЖАЩИХ ПО ПАВЛОДАРСКОЙ ОБЛАСТИ"" АГЕНТСТВА РЕСПУБЛИКИ КАЗАХСТАН ПО ДЕЛАМ ГОСУДАРСТВЕННОЙ СЛУЖБЫ И ПРОТИВОДЕЙСТВИЮ КОРРУПЦИИ",980240000435,060540007749
1641,22,22.01.2016 17:14,104000,1 С обслуживание,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""АППАРАТ АКИМА ГОРОДА ПАВЛОДАРА""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФОРВАРД W""",980240000435,091040017855
1642,23,29.01.2016 12:06,176786,База Закон,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""АППАРАТ АКИМА ГОРОДА ПАВЛОДАРА""","РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ИНСТИТУТ ЗАКОНОДАТЕЛЬСТВА И ПРАВОВОЙ ИНФОРМАЦИИ РЕСПУБЛИКИ КАЗАХСТАН"" МИНИСТЕРСТВА ЮСТИЦИИ РЕСПУБЛИКИ КАЗАХСТАН",980240000435,990540004034
1643,25,01.02.2016 14:37,49107,оказание услуг телекоммуникаций,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""АППАРАТ АКИМА ГОРОДА ПАВЛОДАРА""","ПАВЛОДАРСКАЯ ОБЛАСТНАЯ ДИРЕКЦИЯ ТЕЛЕКОММУНИКАЦИЙ - ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА ""КАЗАХТЕЛЕКОМ""",980240000435,970741000596
1644,6,18.01.2016 11:35,180000,техническое обслуживание компьютерной техники,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ФИНАНСОВ ГОРОДА УСТЬ-КАМЕНОГОРСКА""","ИП ""Первый сервисный центр "" КАЛИНИНА Н.А.",050140003879,790724400441
1646,16003/00,25.01.2016 15:34,12000,обслуживание ККА,КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЁННОЕ ПРЕДПРИЯТИЕ «ДЕТСКАЯ МУЗЫКАЛЬНАЯ ШКОЛА» ОТДЕЛА ОБРАЗОВАНИЯ АКИМАТА ГОРОДА ЛИСАКОВСКА,"ТОО ""ПОЛЮС""",990540003254,050440007971
1647,1,19.01.2016 16:55,19810,Обязательное страхование гражданско-правовой ответственности  владельцев транспортных средств,"АО ""РЕГИОНАЛЬНЫЙ ЦЕНТР ГОСУДАРСТВЕННО-ЧАСТНОГО ПАРТНЕРСТВА ВОСТОЧНО-КАЗАХСТАНСКОЙ ОБЛАСТИ""","ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА СТРАХОВАЯ КОМПАНИЯ ""НОМАД ИНШУРАНС"" В ГОРОДЕ УСТЬ-КАМЕНОГОРСК",110140010736,061141009848
1648,2,20.01.2016 12:24,168420,Сухая адаптированная молочная смесь для смешанного и искусственного вскармливания детей с рождения до 6 мес. в пачках по 300 гр. ,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ПАВЛОДАРСКАЯ ОБЛАСТНАЯ ДЕТСКАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ ПАВЛОДАРСКОЙ ОБЛАСТИ, АКИМАТА ПАВЛОДАРСКОЙ ОБЛАСТИ","ТОО ""КАНАТ СТ""",990240004261,101140011616
1650,4,20.01.2016 19:34,417352,услуг по аренде легкового автомобиля с водителем,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР РАЗВИТИЯ ТРУДОВЫХ РЕСУРСОВ""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""KAZELITEGROUP""",990440000385,120140006353
1651,1,18.01.2016 12:18,78000,Есептеуіш техниканың және шеттегі құрылымдардың құралдардың техникалық қызмет көрсету және жөндеуі,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ КУЛЬТУРЫ И РАЗВИТИЯ ЯЗЫКОВ ГОРОДА КУРЧАТОВА ВОСТОЧНО-КАЗАХСТАНСКОЙ ОБЛАСТИ""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ITLINK""",050140002701,101140004544
1652,2,18.01.2016 12:01,172528,Услуги по вывозу золошлака и ТБО,"КОММУНАЛЬНОЕ  ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""ДЕТСКАЯ ШКОЛА ИСКУССТВ ПОСЁЛКА ШАХАН АКИМАТА ГОРОДА ШАХТИНСКА ОТДЕЛА ОБРАЗОВАНИЯ ГОРОДА ШАХТИНСКА""","ИП ""МАЛИБЕКОВ""",990140003696,620523301536
1653,4,18.01.2016 18:34,80357,"Услуги по сопровождению и технической поддержке информационной системы  АИС ""Учет коммунальной собственности""","КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""ДЕТСКАЯ МУЗЫКАЛЬНАЯ ШКОЛА АКИМАТА ГОРОДА ШАХТИНСКА ОТДЕЛА ОБРАЗОВАНИЯ ГОРОДА ШАХТИНСКА""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР ИНФОРМАЦИОННЫХ СИСТЕМ ""WTO""",990140003884,060740001589
1654,2,20.01.2016 09:38,126000,"техническое  обслуживание  и  ремонт  средств  вычислительной  техники  и периферийных устройств, находящихся в эксплуатации у «Заказчика»,","ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""АППАРАТ КУРЧАТОВСКОГО ГОРОДСКОГО МАСЛИХАТА""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ITLINK""",000240000938,101140004544
1655,4,18.01.2016 11:48,60000,услуги по проведению семинара на тему: «Законодательство Республики Казахстан в сфере государственных закупок»;,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""АППАРАТ АКИМА ПЕРЕМЕТНИНСКОГО СЕЛЬСКОГО ОКРУГА""",ХАБИБУЛЛИН СЕРИК МУРАТОВИЧ,050240002597,820714301219
1657,1,20.01.2016 17:45,189286,"Охрана служебного здания по адресу Энтузиастов,5","КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ДЕЛАМИ АКИМА ВОСТОЧНО-КАЗАХСТАНСКОЙ ОБЛАСТИ"" АППАРАТА АКИМА ВОСТОЧНО-КАЗАХСТАНСКОЙ ОБЛАСТИ","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖЕДЕЛ-САҚШЫ""",130840013670,081040014204
1658,11,18.01.2016 17:25,111141,Услуги по вывозу твердо-бытовых отходов,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ШАРУАШЫЛЫҚ 2012""","ТОО ""РУСЛАНА И З""",010640002198,090140019604
1659,9,,318991,канализация,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ДЕТСКИЙ РЕАБИЛИТАЦИОННЫЙ ЦЕНТР ""БАЛДАУРЕН"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ ГОРОДА АЛМАТЫ","ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ТОСПА СУ"" УПРАВЛЕНИЯ ЭНЕРГЕТИКИ И КОММУНАЛЬНОГО ХОЗЯЙСТВА ГОРОДА АЛМАТЫ",990340002635,081040020269
1660,2,18.01.2016 11:31,200000,Согласно договору,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ЗАНЯТОСТИ И СОЦИАЛЬНЫХ ПРОГРАММ ШАРДАРИНСКОГО РАЙОНА"" АКИМАТА ШАРДАРИНСКОГО РАЙОНА","ИП ""Степанов А.А.""",050140009114,880622300063
1661,2509,21.01.2016 16:52,26786,"Услуги по передаче, распределению и холодному водоснабжению с использованием систем централизованного водоснабжения","КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""РЕГИОНАЛЬНЫЙ НАУЧНО-ПРАКТИЧЕСКИЙ ЦЕНТР ""ҚОСТАНАЙ ДАРЫНЫ"" УПРАВЛЕНИЯ ОБРАЗОВАНИЯ АКИМАТА КОСТАНАЙСКОЙ ОБЛАСТИ""","ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ ""КОСТАНАЙ-СУ"" АКИМАТА ГОРОДА КОСТАНАЯ ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ ""ОТДЕЛ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА, ПАССАЖИРСКОГО ТРАНСПОРТА И АВТОМОБИЛЬНЫХ ДОРОГ АКИМАТА ГОРОДА КОСТАНАЯ""",061140004425,991240001001
1662,3,20.01.2016 12:10,563035,азық түлік,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ КАЗЁННОЕ ПРЕДПРИЯТИЕ ""ДЕТСКИЙ САД №20 ""ӘДЕМІ"" АКИМАТА ГОРОДА ТЕМИРТАУ ОТДЕЛА ОБРАЗОВАНИЯ ГОРОДА ТЕМИРТАУ""",ИП Кожахметова Э.И,101140003328,660320400111
1663,11,20.01.2016 12:05,54000,Порошок стиральный,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ КАЗЁННОЕ ПРЕДПРИЯТИЕ ""ДЕТСКИЙ САД №20 ""ӘДЕМІ"" АКИМАТА ГОРОДА ТЕМИРТАУ ОТДЕЛА ОБРАЗОВАНИЯ ГОРОДА ТЕМИРТАУ""",ИП Шәріпбекова  Гүлмира Орынбасарқызы,101140003328,810531402277
1664,10,20.01.2016 12:04,12000,Моющее средство,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ КАЗЁННОЕ ПРЕДПРИЯТИЕ ""ДЕТСКИЙ САД №20 ""ӘДЕМІ"" АКИМАТА ГОРОДА ТЕМИРТАУ ОТДЕЛА ОБРАЗОВАНИЯ ГОРОДА ТЕМИРТАУ""",ИП Шәріпбекова  Гүлмира Орынбасарқызы,101140003328,810531402277
1666,1,20.01.2016 17:00,156000,работы по техническому обслуживанию и планово-предупредительному ремонту пассажирского лифта,"РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""ГОСУДАРСТВЕННЫЙ АКАДЕМИЧЕСКИЙ РУССКИЙ ТЕАТР ДЛЯ ДЕТЕЙ И ЮНОШЕСТВА ИМЕНИ Н.САЦ"" МИНИСТЕРСТВА КУЛЬТУРЫ И СПОРТА РЕСПУБЛИКИ КАЗАХСТАН""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛМАТЫЛИФТ""",990240003838,040940003826
1667,10,19.01.2016 16:43,7143,ремонт и техническое обслуживание контрольно-кассовых аппаратов,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КҮН ЭЛЕКТРОСЕТЬ""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОСТАНАЙТЕХСЕРВИС+""",000340005176,040640005811
1670,000449,22.01.2016 10:15,1025000,электр энернияны,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""ГОРОДСКОЙ ДВОРЕЦ КУЛЬТУРЫ Г. СЕМЕЙ"" ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ ""ОТДЕЛ КУЛЬТУРЫ И РАЗВИТИЯ ЯЗЫКОВ ГОРОДА СЕМЕЙ ВОСТОЧНО-КАЗАХСТАНСКОЙ ОБЛАСТИ""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ШЫГЫСЭНЕРГОТРЕЙД""",990940000244,040940000029
1671,13,25.01.2016 17:47,7328000,по подготовке и участию членов областных сборных команд по боксу на республиканских и международных спортивных соревнованиях,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА АКИМАТА ЖАМБЫЛСКОЙ ОБЛАСТИ""","КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""КЛУБ БОКСА ""ЖАМБЫЛ"" УПРАВЛЕНИЯ ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА АКИМАТА ЖАМБЫЛСКОЙ ОБЛАСТИ""",990540000923,110740017329
1675,08,26.01.2016 14:47,173040,Вывоз мусора.,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""СЕРЕБРЯНСКИЙ ЦЕНТР ОКАЗАНИЯ СПЕЦИАЛЬНЫХ СОЦИАЛЬНЫХ УСЛУГ"" УПРАВЛЕНИЯ КООРДИНАЦИИ ЗАНЯТОСТИ И СОЦИАЛЬНЫХ ПРОГРАММ ВОСТОЧНО-КАЗАХСТАНСКОЙ ОБЛАСТИ",ИП ДИЦ Л.А.,990240006793,570818402304
1676,4,21.01.2016 10:11,1468750,жылытуға қызмет көрсету,КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ «ДЕТСКАЯ ШКОЛА ИСКУССТВ» ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ «ОТДЕЛ ОБРАЗОВАНИЯ АКИМАТА ЖИТИКАРИНСКОГО РАЙОНА»,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ «ЖИТИКАРАКОММУНЭНЕРГО» ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ «ОТДЕЛ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА, ПАССАЖИРСКОГО ТРАНСПОРТА, АВТОМОБИЛЬНЫХ ДОРОГ И ЖИЛИЩНОЙ ИНСПЕКЦИИ АКИМАТА ЖИТИКАРИНСКОГО РАЙОНА»",990240004707,030440005802
1677,29,04.02.2016 10:34,20536,Оплата за водоснабжение и прием сточных вод,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ЗАНЯТОСТИ И СОЦИАЛЬНЫХ ПРОГРАММ АБАЙСКОГО РАЙОНА""","КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ЖІГЕР-СУ"" АКИМАТА АБАЙСКОГО РАЙОНА ОТДЕЛА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА, ПАССАЖИРСКОГО ТРАНСПОРТА, АВТОМОБИЛЬНЫХ ДОРОГ И ЖИЛИЩНОЙ ИНСПЕКЦИИ АБАЙСКОГО РАЙОНА",950440000902,050140007118
1678,1,18.01.2016 16:16,23865300,Жанар жағар май,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""КЕНТАУСКИЙ ГОРОДСКОЙ ОТДЕЛ ОБРАЗОВАНИЯ"" АКИМАТА ГОРОДА КЕНТАУ","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УНИВЕРСАЛ РК""",060240012754,140140011571
1679,1,29.01.2016 17:08,275143,"""Парус-Каз.Бюджет"" (Бухгалтерлік есеп ХҚЕС. Енбеқ ақы есебі) бағдарламалық өніміне қызмет корсету.","ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ СТРОИТЕЛЬСТВА ЕСКЕЛЬДИНСКОГО РАЙОНА""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПАРУС-КАЗ""",120140002340,071140021605
1681,23,19.01.2016 19:23,180000,аварийное обслуживание мини-центр,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""ЯСЛИ-САД № 30 ""ҚАЙНАР"" АКИМАТА ГОРОДА АСТАНЫ","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""DANES""",990340005997,110240019802
1682,№2,22.01.2016 15:55,446440,Бензин АИ-92,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""САНАТОРИЙ КАЗАХСТАН""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ROYAL PETROL""",040740004430,080940010539
1683,001068,27.01.2016 17:13,1509821,за электроэнергию,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ГИМНАЗИЯ № 37 ГОРОДА СЕМЕЙ"" ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ ""ОТДЕЛ ОБРАЗОВАНИЯ ГОРОДА СЕМЕЙ ВОСТОЧНО-КАЗАХСТАНСКОЙ ОБЛАСТИ""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ШЫГЫСЭНЕРГОТРЕЙД""",991040001272,040940000029
1684,1,18.01.2016 12:43,152000,Внедрение программы 1С:Предприятие 8.2,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""КАРМАКШИНСКИЙ РАЙОННЫЙ ОТДЕЛ ВНУТРЕННЕЙ ПОЛИТИКИ""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВЕЖУР""",050140002484,150140003087
1685,3,25.01.2016 13:59,202500,Заң базасын жаңарту және қызмет көрсету,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ЭКОНОМИКИ И БЮДЖЕТНОГО ПЛАНИРОВАНИЯ ГОРОДА СЕМЕЙ ВОСТОЧНО-КАЗАХСТАНСКОЙ ОБЛАСТИ""","РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ИНСТИТУТ ЗАКОНОДАТЕЛЬСТВА И ПРАВОВОЙ ИНФОРМАЦИИ РЕСПУБЛИКИ КАЗАХСТАН"" МИНИСТЕРСТВА ЮСТИЦИИ РЕСПУБЛИКИ КАЗАХСТАН",120240016730,990540004034
1686,1,25.01.2016 11:10,23748000,Услуги по проведению культурно массовых мероприятий ,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ КУЛЬТУРЫ И РАЗВИТИЯ ЯЗЫКОВ КОКСУСКОГО РАЙОНА""","ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ "" РАЙОННЫЙ ДОМ КУЛЬТУРЫ"" АКИМА КОКСУСКОГО РАЙОНА",111240021629,040840004088
1687,1,18.01.2016 19:19,60000,Мемлекеттік сатып алу салалада семинарға қатысу,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ЗАНЯТОСТИ И СОЦИАЛЬНЫХ ПРОГРАММ РАЙОНА БӘЙТЕРЕК""",ХАБИБУЛЛИН СЕРИК МУРАТОВИЧ,940940000542,820714301219
1688,2,20.01.2016 09:15,321429,Услуги по информационному сопровождению автоматизированной системы управления «Білімал. Электронды мектеп»,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""КОМПЛЕКС ШКОЛА-ДЕТСКИЙ САД №33"" АКИМАТА ГОРОДА КАРАГАНДЫ ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ ""ОТДЕЛ ОБРАЗОВАНИЯ ГОРОДА КАРАГАНДЫ""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР ИННОВАЦИОННЫХ ТЕХНОЛОГИЙ ""ӨРЛЕУ""",950640001244,071040022441
1689,1,19.02.2016 10:38,275143,"Услуги по обслуживанию программного продукта ""Парус-КАЗ.Бюджет"" (Бухгалтерский учет МСФО.Расчет заработной платы) ","ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА ГОРОДА ТАЛДЫКОРГАНА""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПАРУС-КАЗ""",101240004200,071140021605
1690,05,20.01.2016 21:35,48000,Канцтовары,КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ «ЦЕНТР ДНЕВНОГО ПРЕБЫВАНИЯ «ҮМІТ» ДЛЯ ДЕТЕЙ С ОГРАНИЧЕННЫМИ ВОЗМОЖНОСТЯМИ» УПРАВЛЕНИЕ КООРДИНАЦИИ ЗАНЯТОСТИ И СОЦИАЛЬНЫХ ПРОГРАММ АЛМАТИНСКОЙ ОБЛАСТИ,ИП ЛЫСЕНКО НАТАЛЬЯ ВЛАДИМИРОВНА,101240006613,580711401633
1691,1,20.01.2016 12:06,210000,Услуги по сопровождению программы 1С Предприятие 8 Бух.учет для ГУ,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ВНУТРЕННЫЙ ПОЛИТИКИ ОРДАБАСЫНСКОГО РАЙОНА""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АС-ЦЕНТР""",030140002778,141240014403
1692,5,19.01.2016 18:14,178000,Услуги по дератизации и дезинсекции,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""АРКАЛЫКСКАЯ СПЕЦИАЛЬНАЯ ШКОЛА ДЛЯ ДЕТЕЙ С ОСОБЫМИ ОБРАЗОВАТЕЛЬНЫМИ ПОТРЕБНОСТЯМИ"" УПРАВЛЕНИЯ ОБРАЗОВАНИЯ АКИМАТА КОСТАНАЙСКОЙ ОБЛАСТИ","НЕГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""МЕДИЦИНСКОЕ УЧРЕЖДЕНИЕ ""ДЕЗИНФЕКЦИЯ""",971040001090,970840000138
1693,Доп.согл.№1 к дог.№176 от 10.02.2015 года,19.01.2016 23:01,155365,Приобретение говядины,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ДНЕВНОГО ПРЕБЫВАНИЯ ""БӘЙТЕРЕК"" УПРАВЛЕНИЯ КООРДИНАЦИИ ЗАНЯТОСТИ И СОЦИАЛЬНЫХ ПРОГРАММ АЛМАТИНСКОЙ ОБЛАСТИ",ИП Артемьева Виктория Витальевна,060740004989,811130401896
